"CARDID","LINEID","BEGINTIME","ENDTIME","STATIONFROM","STATIONTO","BUSID"
"4FB089868327F6CDEBB1D9ECECD980E2","00658","20140401181200","20140401183812","1","8","00013532"
"97DC2D4CD7986D687C6D469B033B3D29","00658","20140401172200","20140401174714","13","4","00013532"
"6AA981CAE39F10C85BD92D61CEE9F59F","00658","20140401170500","20140401174716","16","4","00013532"
"C716BFAE47A1BC34E3139D63F4A663C0","00658","20140401174000","20140401174717","5","4","00013532"
"9B416DBCB47B1600535D231603868112","00658","20140401173800","20140401174717","6","4","00013532"
"7E5EA33B6BF4D15E594A08902190534C","00658","20140401171900","20140401174718","14","4","00013532"
"01A61799CD24981AB4803DF29A64C7CB","00658","20140401170800","20140401174720","15","4","00013532"
"0AA4B771119F7A41EDD167E448F33F51","00658","20140401170500","20140401174929","16","3","00013532"
"FE2A33097AA4C4B0926B931D99441222","00658","20140401173300","20140401174936","9","3","00013532"
"20D97EFB587BDE8CF34640CF061817B2","00658","20140401175000","20140401175021","3","3","00013532"
"AF0555E7C52BDE8336A73933534E0EC2","00658","20140401175000","20140401175026","3","3","00013532"
"A4FE55116FF5A1CCFE46306E4569AC60","00658","20140401163100","20140401175033","28","3","00013532"
"98D105FA2272F1E383424D221659C415","00658","20140401173300","20140401175108","9","3","00013532"
"97D1263F118CC2B0697FE78EAD641BB1","00658","20140401174700","20140401175115","4","3","00013532"
"428F371F4D7D37B1CB1FC3DF4CF67CD0","00658","20140401173700","20140401175329","7","3","00013532"
"0479834DF2825CA029E5FFB5CF955853","00658","20140401171300","20140401175331","15","3","00013532"
"981A52039FF9BC9841E5A44B97F67A5B","00658","20140401175000","20140401175332","3","3","00013532"
"6E6176C2E2AB8AECD5D3644E24D81DF0","00658","20140401173300","20140401175333","9","3","00013532"
"80041E05B85CC11234C5FF8E2AFDDD41","00658","20140401173800","20140401175335","6","3","00013532"
"15271F69E335D314A1F6E0C6BAD5984C","00658","20140401175300","20140401175355","3","1","00013532"
"2FD914440197BA6B31911885E2782F50","00658","20140401175300","20140401175921","3","1","00013532"
"C9EDF8F8FBFAEA50368382090073EDA2","00658","20140401173700","20140401180006","7","1","00013532"
"225AA7A472CAD5A99D1E0CC26772EF73","00658","20140401175300","20140401180008","3","1","00013532"
"E16EA051B991EDF71223C7EE62D770DA","00658","20140401165700","20140401180032","19","1","00013532"
"E323E4E8E65619B70F4367642C3E8B9A","00814","20140401125200","20140401133713","3","9","00017542"
"605B32660AB8D378270CA7618DCF8865","00814","20140401124500","20140401133719","1","9","00017542"
"C5F5127D72BB8113F554FDC7BE4C6097","00814","20140401124500","20140401133730","1","9","00017542"
"60437AB386ED3220E263C97FF8722E16","00814","20140401124500","20140401133734","1","9","00017542"
"B45548353489BA4058E8E8806B28A2DD","00814","20140401124400","20140401133743","1","9","00017542"
"2EC10FC56AF6F7548F5405C6131F8F1F","00814","20140401124500","20140401133751","1","9","00017542"
"45425FFA652F0600E579889EEA4449A8","00814","20140401124400","20140401133759","1","9","00017542"
"7BD534086D6352497EAB9C5FF5655445","00814","20140401113600","20140401134220","5","9","00017542"
"B39F069F677AADB2E0D070897C78D54C","00814","20140401083500","20140401134235","1","9","00017542"
"B39F069F677AADB2E0D070897C78D54C","00814","20140401083500","20140401134236","1","9","00017542"
"B39F069F677AADB2E0D070897C78D54C","00814","20140401083500","20140401134243","1","9","00017542"
"1617D0A95A5F57A77E8244EEF492C749","00814","20140401134300","20140401141703","9","7","00017542"
"3C6DC824647A8D894AFC1DEBC132024A","00814","20140401134200","20140401141733","9","7","00017542"
"C4973F2FE3A98B3470D13DB29B05AEA3","00814","20140401134100","20140401141944","9","6","00017542"
"5FE9AB24EBE5220F301C7D3047F47138","00814","20140401134300","20140401142208","9","5","00017542"
"20F761EC0423097FE0F1C33C33B8D0E0","00814","20140401134400","20140401143222","9","1","00017542"
"DBFEFF6E5BD318E2685976D627AC7A93","00814","20140401142100","20140401143543","6","1","00017542"
"A8C81C0C2EC91216925A829BD3D45D29","00814","20140401134300","20140401143546","9","1","00017542"
"C0B4DD3FE99A4A8F6F8BFF8CD86E8F5A","00814","20140401142300","20140401143549","5","1","00017542"
"A840F01C78B62AB147EC8A82311B2B80","00814","20140401134400","20140401143556","9","1","00017542"
"7A2A1E99F17C0D55D30FF2FF2D3C000C","00814","20140401154400","20140401160110","1","7","00017542"
"2966C31FCD27EC4AC858B1EB9F9852C2","00814","20140401154400","20140401163619","1","9","00017542"
"25456151C3A5C0AA699EEE0D14290BE4","00814","20140313094100","20140401164247","26","9","00017542"
"A9F3AD80581B544000312C763B0CDA08","00814","20140401164400","20140401171943","9","7","00017542"
"7B925CE49DFBAD7776BEBB0F153AD14E","00814","20140401164400","20140401171951","9","7","00017542"
"E037F61953E94B5B9718EBD8F7B5293A","00814","20140401164400","20140401172015","9","7","00017542"
"768CC30A6DB4FD6CAC7D10AD31311A84","00814","20140401164400","20140401172053","9","7","00017542"
"EAE5C7EB28C75FA225B01DA9BCE75929","00814","20140401164000","20140401172253","9","7","00017542"
"59D5DDD964DB7FF6EEE2E70F9E28FAA8","00814","20140401164300","20140401172337","9","7","00017542"
"EEAE447C4139AF8B3BC69503217DC306","00814","20140401164300","20140401172345","9","7","00017542"
"104C77B10EA0A19504042AA96BF2A7D1","00814","20140401164100","20140401172420","9","7","00017542"
"83E5901783C6548CEC2ECB0A67C0D7D8","00814","20140401164100","20140401172422","9","7","00017542"
"61BA5E5A63566B0C84C9CA764F13BB06","00814","20140401164100","20140401172423","9","7","00017542"
"24AE71FC49D42963FF5166FFD4327C62","00814","20140326175800","20140401172445","21","7","00017542"
"D6A5F0CF635BB1E8771F67E453E5391F","00814","20140401164400","20140401173546","9","4","00017542"
"A082330347558A6A254E9A98FAF98031","00814","20140401172400","20140401173643","7","3","00017542"
"AA006E2D4C4BC40430859B0422CDBDD7","00814","20140401173000","20140401173910","6","3","00017542"
"D5D2BA1BE20809C013DFA10DEA0C3FAE","00814","20140401164100","20140401173948","9","3","00017542"
"FB5172ABBF05E7442D700880F40863B8","00814","20140401173300","20140401173955","5","3","00017542"
"7D1A87668B8A8974D8EE1047430800B9","00814","20140401185300","20140401195505","9","1","00017542"
"EEEE0ED9FEF3A2120A04307C251B2EBA","00814","20140401185200","20140401195518","9","1","00017542"
"F4DAB3D44D81944933382F76362F1484","00814","20140401185100","20140401195554","9","1","00017542"
"821B8CE16A52F61F645D7C941928A8B6","00814","20140401185200","20140401195606","9","1","00017542"
"C6EB7C013598FFC9D9D1C65A55E9511C","00814","20140401130100","20140401133613","7","9","00017542"
"FB09551F795F9A9001F6C69ADBE2E24D","00814","20140401130200","20140401133648","7","9","00017542"
"0C20467C3C35C3562261A4BC00733075","00814","20140401124400","20140401133655","1","9","00017542"
"7E01E3990FA087EF9AC36577FFBC8381","00814","20140401124400","20140401133658","1","9","00017542"
"78582CE90FF4420344E6DEFEA44CF024","00814","20140401124500","20140401133700","1","9","00017542"
"43CE637F0330D3D59789ADD17D5FF77A","00814","20140401125000","20140401133702","2","9","00017542"
"5FE9096764A5AD41D8C6D748270EBBE0","00814","20140401125200","20140401133703","3","9","00017542"
"5B7746CE59BDFF295CC2DDF841284B85","00814","20140401180000","20140401185508","1","9","00017481"
"293904314EE3C28536BF220B62A81B76","00814","20140401180500","20140401185512","1","9","00017481"
"F9F4A3917717CE70278CF66A37E83244","00814","20140401180000","20140401185514","1","9","00017481"
"909DC3EACC2AA7871001530ECD6DAC12","00814","20140401173000","20140401174008","6","3","00017542"
"325CC20797B1E87BA6F5B9529A507624","00814","20140401173300","20140401174031","5","3","00017542"
"786CA06837E9A0D2FFB58E7E84850134","00814","20140401185800","20140401195430","9","3","00017481"
"78B8C75260F7E8EFFE92AB85577F44BE","00814","20140401185800","20140401195435","9","3","00017481"
"01B093D2E1510916ED49FDFC3E8CE387","00814","20140401185900","20140401195536","9","2","00017481"
"D90800804FECB6B7CB1AA1F47AD4685D","00814","20140401185900","20140401195655","9","2","00017481"
"C2DCAE383D26DB9286B0D67867A42E72","00814","20140401190000","20140401195712","9","2","00017481"
"C5DE971147FB4DEA1557C8AF2115F9B8","00814","20140401185900","20140401200001","9","1","00017481"
"14704506B5FBB3595B1BD4283BA382AD","00814","20140401185900","20140401200015","9","1","00017481"
"BCA6DCC4E7B0DEEE4FF98B03E3F40982","00814","20140401185900","20140401200018","9","1","00017481"
"B42EB5DCF776C92E96E503739985EAD0","00814","20140401190000","20140401200023","9","1","00017481"
"262FC45E20967572918B40AFA6F99EA1","00814","20140401185800","20140401200028","9","1","00017481"
"5BFBDCF2C1FF7CD5B80CDE012672B47F","00814","20140401190000","20140401200113","9","1","00017481"
"EC934B28F9BADAFEDC2BC66E1167597A","00814","20140401190100","20140401200117","9","1","00017481"
"0509C3172487F2D12AA5D117CE0BD0E3","00814","20140401185900","20140401200118","9","1","00017481"
"5D8BFB0CBBF0A2D95B17C2CE9D2C3C2F","00814","20140401185800","20140401200120","9","1","00017481"
"710BAC7568C17B23E755DE521D053657","00814","20140401190000","20140401200122","9","1","00017481"
"69AA91BCEA9F753FEF86F1CF70C189BE","00814","20140401185900","20140401200124","9","1","00017481"
"6FD21CE35C14F5BC65749EB413A1BB85","00814","20140401185900","20140401200129","9","1","00017481"
"26A44FD19B04F6A8BE97669CDD956E5D","00814","20140401185800","20140401200131","9","1","00017481"
"3668EAD42DF785B3F0EE420B90BB5E35","00814","20140401185900","20140401200132","9","1","00017481"
"D8614F418627CFAA493E121FB9AE5A28","00814","20140401185900","20140401200135","9","1","00017481"
"4BA2B4FFD00B26E195FF586B8E477074","00814","20140401185900","20140401200139","9","1","00017481"
"44217F0AF577E8B513B9EE7C3DF848C6","00814","20140401185900","20140401200140","9","1","00017481"
"1798A23DC617FA8C5D58A4C0DB06B134","00814","20140331180500","20140401074638","1","1","00017551"
"09B21E3294B2DDA4FDCA38C5B96D2685","00814","20140401074500","20140401074951","1","2","00017551"
"7B37F1D34DB1C849AE0D3B8B31A9221E","00814","20140401074600","20140401075227","1","3","00017551"
"357D4F23465D176A6441AD53026A4C87","00814","20140401074600","20140401080615","1","6","00017551"
"8139AC03CE09CB4E261FE547D193F66F","00814","20140401081200","20140401081346","7","9","00017551"
"2D69495CFAF597E90E7EA76639D3F509","00814","20140401075000","20140401085659","2","9","00017551"
"FAE7418EFB21AECEEC29EDA81A0D12DF","00814","20140401081200","20140401085710","7","9","00017551"
"4BCCB9BE103D7DD698D7A4199D90B62F","00814","20140401075200","20140401085713","3","9","00017551"
"95FF0BDA754ABD06111C33EFA14053AF","00814","20140401081200","20140401085714","7","9","00017551"
"DF127B1DA3D39B0E3DE7EBE5B0AC7FC0","00814","20140401075300","20140401085726","3","9","00017551"
"D98B24A0C039721308931DA2C2DC0296","00814","20140401185800","20140401194315","9","7","00017481"
"E0EAA6D3D78E9667C6E1B0CEFE613716","00814","20140401185900","20140401194317","9","7","00017481"
"EF96AAAB8650E8848AEE1E031E9B0806","00814","20140401185900","20140401194319","9","7","00017481"
"6ADD7A95EA585B7DEE9D3EC876D3FE3D","00814","20140401185800","20140401194820","9","4","00017481"
"E5A3A48421D75A9630C3DEC0D6B11BA4","00814","20140401185900","20140401194829","9","4","00017481"
"F2966F81B72FD87B576C0A2930CC1E12","00814","20140401190000","20140401195040","9","4","00017481"
"C2D63D6767CBD3519E9139D1241650E6","00814","20140401194300","20140401195112","7","3","00017481"
"84F9044FF53ABA7A54E344B6780AEA2A","00814","20140401190000","20140401195114","9","3","00017481"
"0B982DC7B06A14EDA8B79CF1B1EE42FB","00814","20140401185800","20140401195241","9","3","00017481"
"52DB4B037B9C14DA43B61CB598B3AA2A","00814","20140401190100","20140401195244","9","3","00017481"
"9B338E5BAC2D5B5D0098A5992AD742DA","00814","20140401190100","20140401195255","9","3","00017481"
"B4723B9DB5C9C8C9E7A6AC09CB69F19B","00814","20140401190000","20140401195416","9","3","00017481"
"6211818BCA054B559473EE2942C9F4A5","00814","20140401190000","20140401195417","9","3","00017481"
"BFE1A4F42504BD4FAA458BDC8D1F01B8","00814","20140401185900","20140401195418","9","3","00017481"
"3BEE057E77FB8AC7A428BBB3DB5C1311","00814","20140401185800","20140401195422","9","3","00017481"
"4F0627EB26EBFD01A637C960A114AD05","00814","20140401185900","20140401195424","9","3","00017481"
"6D586B3E32EF248F2A44EF7ED5884C45","00814","20140401185900","20140401195425","9","3","00017481"
"2C292639A784813EDCA058556FA76DF1","00814","20140401190100","20140401195428","9","3","00017481"
"8F7D7AAD310684B5DCD0EECCB58F2887","00814","20140401190100","20140401195429","9","3","00017481"
"57C414BDF6A96332BB90832E683564B9","00883","20140401193000","20140401194922","12","5","00088727"
"8931C213FCCC2C99F70BF608EF98E25E","00883","20140401181200","20140401194954","19","5","00088727"
"37C90C253B92D9CB8453A1C81C5050B2","00883","20140401183200","20140401195031","19","5","00088727"
"8B310597FD529A132C59CC53B7E439F9","00883","20140401183200","20140401195212","19","5","00088727"
"EBA6314210A10A5863F2CFBEA6379514","00883","20140401194200","20140401195213","7","5","00088727"
"E0751FE8D146C1F6A3FDC7F9A233F045","00658","20140401095500","20140401102051","10","20","00013532"
"4FDA152B11EB060B8193ED8B13FF17D3","00658","20140401101900","20140401102059","19","20","00013532"
"F4EDE37BE7BFEAE28C50D5B266A68D64","00658","20140401093700","20140401102225","4","20","00013532"
"21DB4D7ADF4743F87A776621CC92B9F3","00658","20140401101900","20140401102439","19","21","00013532"
"B4DEDB1F9B9373C2DCFBECE621B75A13","00658","20140401102200","20140401102442","20","21","00013532"
"5DF78B33C02D2983F03AD0D4A607DC19","00658","20140401100700","20140401102801","14","22","00013532"
"9BFC65CF7E4506DAC66854FFDF7C9210","00658","20140401101200","20140401102923","16","23","00013532"
"50FA87C15EB140348CD70FA73C3DC535","00658","20140401102200","20140401103250","20","24","00013532"
"73A29E9BFEE892919E59B6FB0819E2CE","00658","20140401095100","20140401103305","9","24","00013532"
"46610C6E92B89DA4DBD549023EF8A413","00658","20140401102500","20140401103324","21","24","00013532"
"48F26410D99FB5DCD04C1AD90253BF4F","00658","20140401102900","20140401103923","22","25","00013532"
"67DE9C2C87945D6694ED956193F136B5","00658","20140401094800","20140401103942","8","25","00013532"
"51C7A2E7C65C2DA292B490DA56843816","00658","20140401101500","20140401104025","18","25","00013532"
"CA81BF8428FEBB47869E3CEDE5ACAD42","00658","20140401103900","20140401104154","25","26","00013532"
"BC7CC19CCAFF873FBA71CC4B48EB6B1B","00658","20140401103900","20140401104218","25","26","00013532"
"B99B4E552A033601ED183754B7379B8F","00658","20140401103900","20140401104222","25","26","00013532"
"7B97FC789D9520D73F911BB9941A0AC8","00658","20140401102700","20140401104324","22","26","00013532"
"81B8841922A34CBFC2515AABB88B990D","00658","20140401163500","20140401164935","25","21","00013532"
"A89CE9FFF214A2ECBBEBDCB698E780E5","00658","20140401162600","20140401165015","31","21","00013532"
"1CC9200F7144E217718B3FFFCA7478BE","00658","20140401163100","20140401165017","28","21","00013532"
"F7FBDB2334041E66B26E26012FE88B64","00658","20140401161700","20140401165018","34","21","00013532"
"E016793B45D325F82EBEBA682479B958","00658","20140401163100","20140401165020","28","21","00013532"
"27973CFA8AA972AD9C2B55A10ADB1DB1","00658","20140401163700","20140401165021","25","21","00013532"
"0B7B140CD5762F30BC6C436C7A4053F7","00658","20140401163900","20140401165023","24","21","00013532"
"AA65C94E32BDD3A2779AB63AEBD054A8","00658","20140401161800","20140401165025","34","21","00013532"
"908B0F2B957017120748F52766E61D9C","00658","20140401161800","20140401165132","34","20","00013532"
"A863D20AA563CE40CCA4CE5C5D4B2ADA","00658","20140401161700","20140401165136","34","20","00013532"
"A836680D43B8320B893C6C815473E996","00658","20140401163500","20140401165145","25","20","00013532"
"FF98F3F2B0209338745ADF33AEBD80EF","00658","20140401163500","20140401165225","25","20","00013532"
"F1044CB31FE2E5E6CF492B1A9C40DC8D","00658","20140401164800","20140401165235","22","20","00013532"
"496F393661FD32535E7170B2909726E3","00658","20140401165600","20140401165614","19","19","00013532"
"7DB166FE496FE27733D2C38EFE97483A","00658","20140401165600","20140401165615","19","19","00013532"
"B3F085E5A62382061090D79316318BEC","00658","20140401163500","20140401165709","25","19","00013532"
"DBCB40AC8D573B2392AAAE253D5A635E","00658","20140401104000","20140401104658","25","28","00013532"
"197F1F6911ED2D48D12A467B0D9E548B","00658","20140401103300","20140401104708","24","28","00013532"
"9733070E13C29E5D776BC3147051643B","00658","20140401103100","20140401104808","23","29","00013532"
"0418A647DA26AD7F31EA2442A3F0AF5C","00658","20140401103500","20140401104825","24","29","00013532"
"A95525D7836EED78A4AB672DECAB71BC","00658","20140401104000","20140401104834","25","29","00013532"
"8CF4E62D648EB8E4FA5AEDC9A5A8787A","00658","20140401104000","20140401104836","25","29","00013532"
"9B1BD29F5CE610B11431D6C9BDA181D2","00658","20140401104200","20140401104837","26","29","00013532"
"BF387D396E306795DB069D80C891677F","00658","20140401103100","20140401105136","23","31","00013532"
"6661C6CB9FAB39D648442F002692D1F4","00658","20140401103900","20140401105140","25","31","00013532"
"74F43FDB304ABE5AF727AD7DF2702B97","00658","20140401104800","20140401105312","29","31","00013532"
"9F311C177C4A64DEFAD66DBCEF850245","00658","20140401104800","20140401105335","29","31","00013532"
"3E6E134668DDDB512C71C938FAA08A21","00087","20000000000000","20140401065652","0","0","00098284"
"2672FE5BE80B265BA4C5E637ECF1FC28","00087","20000000000000","20140401065653","0","0","00098284"
"14FD4058213A218408B6F862D68D67B2","00087","20000000000000","20140401065812","0","0","00098284"
"D8F9CC61DA305BEF9CBD14067F88EFF6","00087","20000000000000","20140401065813","0","0","00098284"
"D3B563193E513FA65E971DC1E8918DE4","00087","20000000000000","20140401065819","0","0","00098284"
"4B54E3E7694C601DC17792E7449C8CDF","00087","20000000000000","20140401065823","0","0","00098284"
"E8ECF412870F687620ACF39B2B75CC84","00087","20000000000000","20140401065909","0","0","00098284"
"D82D01389EC0041D246914B5397ECE5C","00087","20000000000000","20140401065910","0","0","00098284"
"255D1B7430E23DA991505D9C122E38D8","00087","20000000000000","20140401065911","0","0","00098284"
"9FEE56F03C7D4DAB90377D81DAC0A568","00087","20000000000000","20140401065912","0","0","00098284"
"11705D62465FD502CE21EBD69E5E9538","00087","20000000000000","20140401065914","0","0","00098284"
"CCD70D2203B1F4071991971928AA5ECA","00087","20000000000000","20140401065915","0","0","00098284"
"617F53F4FACE5DD8699D939AA64570CA","00087","20000000000000","20140401065916","0","0","00098284"
"6044C39D7C9D4312B4E5102D108D72EE","00087","20000000000000","20140401065917","0","0","00098284"
"7F172C92B2075403429049C9B02B30F2","00087","20000000000000","20140401065919","0","0","00098284"
"08C7153D4B02FF607B8206EAE123819D","00087","20000000000000","20140401065920","0","0","00098284"
"5E0A7B7885A744514EEFCB248A2D8B8A","00087","20000000000000","20140401065922","0","0","00098284"
"A80227E739B29C8D11BF59EC616874BC","00087","20000000000000","20140401070004","0","0","00098284"
"A91425106CB3DF452EB7F6BE4B57FAF3","00087","20000000000000","20140401070020","0","0","00098284"
"F83C8D61F67D50BCECFF598352E82651","00087","20000000000000","20140401070200","0","0","00098284"
"501FFD8F983820A0165C4586CE36819D","00087","20000000000000","20140401070201","0","0","00098284"
"BBE9E01300526C3B6CD8B75F2197908E","00087","20000000000000","20140401070745","0","0","00098284"
"F3F24647584C5D5D76C51A338378F876","00087","20000000000000","20140401070749","0","0","00098284"
"69E003EFA181EC64EFF2FF6F7E32C423","00087","20000000000000","20140401071035","0","0","00098284"
"29C7F09BC917A670076E98363BA1F0DD","00087","20000000000000","20140401071037","0","0","00098284"
"A8360347C842D07EB6E20E0A333FD823","00087","20000000000000","20140401071040","0","0","00098284"
"89D9FB9A4BE8A7FA74501FB720CBD3C3","00087","20000000000000","20140401071440","0","0","00098284"
"421A74A445AEC4C27034C698B4D88A11","00087","20000000000000","20140401071441","0","0","00098284"
"7C9E830AAF50E6E9246328D3AB5F3932","00087","20000000000000","20140401071442","0","0","00098284"
"89CF09C219085CAA70C398ECD1E8998D","00087","20000000000000","20140401071829","0","0","00098284"
"A60D5B09166E34EF562CC254CE5D6DAC","00087","20000000000000","20140401071832","0","0","00098284"
"5F081A17255DD78F24E0D2A8A3FE8D21","00087","20000000000000","20140401071833","0","0","00098284"
"09CA8EAE9114BBE772AA9BCDB9CC1A6C","00087","20000000000000","20140401071834","0","0","00098284"
"D7C0C80717995BC5FE04F4DDB6394052","10945","20140401160000","20140401164112","5","24","00051035"
"6FC46BDDBF9320257D0CDF409DCBA28E","34021","20140401102700","20140401103111","26","28","00069775"
"5B8EA59D347A46C8D3C6B681A98D9BC6","34021","20140401091900","20140401103216","5","28","00069775"
"4BE4D496022E9D6E8437F88906450114","34021","20140401101700","20140401103409","23","29","00069775"
"27BE9F4ABC1B7EE8F78001E1B9C47197","34021","20140401092500","20140401103411","9","29","00069775"
"AB799B647644A1E4ECD392D7497AEF99","34021","20140401090900","20140401103413","1","29","00069775"
"EBC8FE87F9D8CE17613A28B989492F20","34021","20140401090900","20140401103415","1","29","00069775"
"351F4D93B82609003F8957C1BAE73828","34021","20140401100800","20140401103417","20","29","00069775"
"B13AEB3A29E47654440404D143AD87C9","34021","20140401103700","20140401104313","29","27","00069775"
"B811EF92D26F12C6507501BD7B0B7E8A","34021","20140401103700","20140401104317","29","26","00069775"
"63AAA6147269B93FCC094707355F068D","34021","20140401105000","20140401105404","24","22","00069775"
"708A93E93292D736AC1B85E267BAF3DC","34021","20140401105600","20140401110755","21","17","00069775"
"9AAC7CD06B7556349F661C3951789429","34021","20140401105000","20140401110836","24","17","00069775"
"86F8E8CF4C32CD901068E2E1C6B1C7AE","34021","20140401105600","20140401110920","21","17","00069775"
"C596525AD02DC9CD17F78398D6188358","34021","20140401105600","20140401110925","21","17","00069775"
"14F8B6A2A42A0564C02DA45702F0072F","34021","20140401131900","20140401135917","5","18","00069775"
"A1F2E44CB1394B907F5659916076EAEA","34021","20140401132000","20140401140110","5","18","00069775"
"472D5F6DF9E03D741D4EB355D4FB0233","34021","20140401131500","20140401140206","2","18","00069775"
"6FB6CD28875883099408DE98BCFEA90B","34021","20140401131800","20140401140432","4","19","00069775"
"5BE20016FAF7EF78C31B28CDA5582070","34021","20140401135500","20140401140435","17","19","00069775"
"33D99FFAF4E7DCFF1DF5E1B1F7F3A031","34021","20140401130800","20140401140631","1","20","00069775"
"924D255B1D1B49E6CC91EADE2DE59DB5","34021","20140401131100","20140401140633","1","20","00069775"
"C021B15DEA269A7AA1D738B4BA873B10","34021","20140401131800","20140401140638","4","20","00069775"
"9DCB1C50E1896D5BA00299254F8F1883","34021","20140401132400","20140401140649","9","20","00069775"
"18F1676AF9DB2C075F244D2D9159774F","34021","20140401131800","20140401141045","4","21","00069775"
"44D3ECC0629D4BDBCAA9AD9A24F9EC38","34021","20140401135700","20140401141100","17","21","00069775"
"459ABAE54D4A00C0161B30276BEC5368","34021","20140401130800","20140401141111","1","21","00069775"
"86485C6935066743B7E18D500C3C978E","34021","20140401131500","20140401141112","2","21","00069775"
"FB1724F948B54F974AFD786183429045","34021","20140401131500","20140401141113","2","21","00069775"
"4CBF17851B16CDDE750E6AEDED9A7C81","34038","20140401181900","20140401184252","9","18","00069636"
"94B17A0A70277DA8CF6FF53CCCDE78C2","34038","20140401180400","20140401184256","1","18","00069636"
"3653F37EEE18E29BE5A76D7E620AC0A7","34038","20140401183100","20140401184313","14","18","00069636"
"1C6BAB7D1CAAAF9B254934F1BDB75B4B","34038","20140401182100","20140401184432","11","19","00069636"
"CC7E9F6D97B87B0556920C67659E6C36","34038","20140401182100","20140401184433","11","19","00069636"
"CD6EDF7ED932C1303DA54219BD3A684C","34038","20140401181400","20140401184523","6","19","00069636"
"16C10D55A3F9EA23272796ACAEDF5E57","34038","20140401181300","20140401184524","6","19","00069636"
"589D69373541117E9158F6AF20D12E93","34038","20140401181600","20140401184534","8","19","00069636"
"EB98728686435E792A410CFB76895A77","34038","20140401181300","20140401184542","6","19","00069636"
"8C2D5AA5ED26A827DC636E4C519CB48C","34038","20140401180500","20140401184606","1","19","00069636"
"D200335C7E2CE6C31C125A4A58CC37CD","34038","20140401181300","20140401184626","6","19","00069636"
"89F3996E59ECE5690BC94C9C39CB88A6","34038","20140401181600","20140401184638","8","19","00069636"
"E451E672516F1CB83D17200C3A52AE7B","34038","20140401181500","20140401184719","7","19","00069636"
"9379214BA7B89FA876AAB1CFCFED4B2B","34038","20140401181500","20140401184806","7","19","00069636"
"EC2451D4A9C2ABA26559A07D91022A92","34038","20140401181600","20140401184808","8","19","00069636"
"9BE2F84B6E63AB74D1BDE4B3D85215CF","34038","20140401185100","20140401191621","20","8","00069636"
"F1CA0ECA8DCF8161500DF7DB5524E0ED","34038","20140401180500","20140401182242","1","12","00069636"
"A3937B1DE16EC5D8A021495D8591119C","34038","20140401182100","20140401182509","11","13","00069636"
"2549A02B20869F1B426F4A73922028B4","34038","20140401181100","20140401182543","4","13","00069636"
"F346AD89E1F679AF0F70EEA338FE8970","34038","20140401180400","20140401182546","1","13","00069636"
"E9EAC4001B09B772E1AF7B1E1D0182CD","34038","20140401180700","20140401182557","2","13","00069636"
"0E9691FF51F609AEBD387A6409F13D5F","34038","20140401180500","20140401182631","1","13","00069636"
"81DF41DFEEC968601A6443A47790CF9A","34038","20140401181300","20140401182649","6","13","00069636"
"9AD5CB436C00BD336F95296CB73D249B","34038","20140401180400","20140401182651","1","13","00069636"
"7EFF06353CEC20A45DDE691C0328E140","34038","20140401180400","20140401182815","1","14","00069636"
"6180BE8173E49AA2D8576DF2F2B3E58B","34038","20140401180500","20140401182916","1","14","00069636"
"733579B3FFDDD32FB3380E29A13E7280","34038","20140401182100","20140401182932","11","14","00069636"
"2C10A27CC67AA0B273DC5935248E377D","34038","20140401182300","20140401182955","12","14","00069636"
"4BCCBC1E081DF1FE75CC04BB5FA0F35F","34038","20140401181600","20140401183003","8","14","00069636"
"1FBC21EFCF37A2EB9095D9C01CCA4674","34038","20140401181600","20140401183005","8","14","00069636"
"35607FB6622F9DA2D4C308FB0317AE4C","34038","20140401182300","20140401183033","12","14","00069636"
"2E91F2223B80264CC54E2F1BE47679EE","34038","20140401181300","20140401183056","6","14","00069636"
"770ED04941978219FA3A55E2DE21C631","34038","20140401181500","20140401183058","7","14","00069636"
"840930FBFA47F677284F8ACC07EF4A19","34038","20140401181600","20140401183058","8","14","00069636"
"FEBEA7E3E137D27E09A5A90507ACB6F3","34038","20140401181500","20140401183102","7","14","00069636"
"3D7662C6747F447DB82A64A02A098392","34038","20140401181600","20140401183103","8","14","00069636"
"0F0023D500F5C43358DBB267C2D3246C","34038","20140401181600","20140401183104","8","14","00069636"
"5D46DBFBCFFDBE17CAB63625655300FC","34038","20140401181600","20140401183106","8","14","00069636"
"2A0C2C136C8C04C5474340614F974F45","34038","20140401180500","20140401183107","1","14","00069636"
"0704ED356919EEE71E9743DCABE3F023","34038","20140401180400","20140401183108","1","14","00069636"
"98976486A655EA6371E1EF0DC8A6C8C3","34038","20000000000000","20140401183110","0","14","00069636"
"2AEF60075FFAD29BC55CB3364C422A73","34038","20140401180500","20140401183111","1","14","00069636"
"A616D265AF13AECDD47A87AE343F68D3","34038","20140401180400","20140401183112","1","14","00069636"
"EBD424A0B098CFA1D13CF2CFA5AD4B7E","34038","20140401180500","20140401183115","1","14","00069636"
"5DCB8D32715FCE2882B6132155EC1B3A","34038","20140401180400","20140401183210","1","14","00069636"
"16A147F03A67269F07CAF838AA74EB35","34038","20140401181500","20140401183215","7","14","00069636"
"EC6D8717FC62C37A8EF57888AEE1B712","34035","20140401065400","20140401073812","16","1","00069971"
"00E36A170C88C0C595DE42DBB1B3632F","34035","20140401065600","20140401073815","16","1","00069971"
